id,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
422,95.30,1.8746,24,666.0,20.20,319.98,15.70,14.20
423,87.60,1.9512,24,666.0,20.20,291.55,14.10,20.80
424,85.10,2.0218,24,666.0,20.20,2.52,23.29,13.40
425,70.60,2.0635,24,666.0,20.20,3.65,17.16,11.70
426,95.40,1.9096,24,666.0,20.20,7.68,24.39,8.30
427,59.70,1.9976,24,666.0,20.20,24.65,15.69,10.20
428,78.70,1.8629,24,666.0,20.20,18.82,14.52,10.90
429,78.10,1.9356,24,666.0,20.20,96.73,21.52,11.00
430,95.60,1.9682,24,666.0,20.20,60.72,24.08,9.50
431,86.10,2.0527,24,666.0,20.20,83.45,17.64,14.50
432,94.30,2.0882,24,666.0,20.20,81.33,19.69,14.10
433,74.80,2.2004,24,666.0,20.20,97.95,12.03,16.10
434,87.90,2.3158,24,666.0,20.20,100.19,16.22,14.30
435,95.00,2.2222,24,666.0,20.20,100.63,15.17,11.70
436,94.60,2.1247,24,666.0,20.20,109.85,23.27,13.40
437,93.30,2.0026,24,666.0,20.20,27.49,18.05,9.60
438,100.00,1.9142,24,666.0,20.20,9.32,26.45,8.70
439,87.90,1.8206,24,666.0,20.20,68.95,34.02,8.40
440,93.90,1.8172,24,666.0,20.20,396.90,22.88,12.80
441,92.40,1.8662,24,666.0,20.20,391.45,22.11,10.50
442,97.20,2.0651,24,666.0,20.20,385.96,19.52,17.10
443,100.00,2.0048,24,666.0,20.20,395.69,16.59,18.40
444,100.00,1.9784,24,666.0,20.20,386.73,18.85,15.40
445,96.60,1.8956,24,666.0,20.20,240.52,23.79,10.80
446,94.80,1.9879,24,666.0,20.20,43.06,23.98,11.80
447,96.40,2.0720,24,666.0,20.20,318.01,17.79,14.90
448,96.60,2.1980,24,666.0,20.20,388.52,16.44,12.60
449,98.70,2.2616,24,666.0,20.20,396.90,18.13,14.10
450,98.30,2.1850,24,666.0,20.20,304.21,19.31,13.00
451,92.60,2.3236,24,666.0,20.20,0.32,17.44,13.40
452,98.20,2.3552,24,666.0,20.20,355.29,17.73,15.20
453,91.80,2.3682,24,666.0,20.20,385.09,17.27,16.10
454,99.30,2.4527,24,666.0,20.20,375.87,16.74,17.80
455,94.10,2.4961,24,666.0,20.20,6.68,18.71,14.90
456,86.50,2.4358,24,666.0,20.20,50.92,18.13,14.10
457,87.90,2.5806,24,666.0,20.20,10.48,19.01,12.70
458,80.30,2.7792,24,666.0,20.20,3.50,16.94,13.50
459,83.70,2.7831,24,666.0,20.20,272.21,16.23,14.90
460,84.40,2.7175,24,666.0,20.20,396.90,14.70,20.00
461,90.00,2.5975,24,666.0,20.20,255.23,16.42,16.40
462,88.40,2.5671,24,666.0,20.20,391.43,14.65,17.70
463,83.00,2.7344,24,666.0,20.20,396.90,13.99,19.50
464,89.90,2.8016,24,666.0,20.20,393.82,10.29,20.20
465,65.40,2.9634,24,666.0,20.20,396.90,13.22,21.40
466,48.20,3.0665,24,666.0,20.20,334.40,14.13,19.90
467,84.70,2.8715,24,666.0,20.20,22.01,17.15,19.00
468,94.50,2.5403,24,666.0,20.20,331.29,21.32,19.10
469,71.00,2.9084,24,666.0,20.20,368.74,18.13,19.10
470,56.70,2.8237,24,666.0,20.20,396.90,14.76,20.10
471,84.00,3.0334,24,666.0,20.20,396.90,16.29,19.90
472,90.70,3.0993,24,666.0,20.20,395.33,12.87,19.60
473,75.00,2.8965,24,666.0,20.20,393.37,14.36,23.20
474,67.60,2.5329,24,666.0,20.20,374.68,11.66,29.80
475,95.40,2.4298,24,666.0,20.20,352.58,18.14,13.80
476,97.40,2.2060,24,666.0,20.20,302.76,24.10,13.30
477,93.60,2.3053,24,666.0,20.20,396.21,18.68,16.70
478,97.30,2.1007,24,666.0,20.20,349.48,24.91,12.00
479,96.70,2.1705,24,666.0,20.20,379.70,18.03,14.60
480,88.00,1.9512,24,666.0,20.20,383.32,13.11,21.40
481,64.70,3.4242,24,666.0,20.20,396.90,10.74,23.00
482,74.90,3.3317,24,666.0,20.20,393.07,7.74,23.70
483,77.00,3.4106,24,666.0,20.20,395.28,7.01,25.00
484,40.30,4.0983,24,666.0,20.20,392.92,10.42,21.80
485,41.90,3.7240,24,666.0,20.20,370.73,13.34,20.60
486,51.90,3.9917,24,666.0,20.20,388.62,10.58,21.20
487,79.80,3.5459,24,666.0,20.20,392.68,14.98,19.10
488,53.20,3.1523,24,666.0,20.20,388.22,11.45,20.60
489,92.70,1.8209,4,711.0,20.10,395.09,18.06,15.20
490,98.30,1.7554,4,711.0,20.10,344.05,23.97,7.00
491,98.00,1.8226,4,711.0,20.10,318.43,29.68,8.10
492,98.80,1.8681,4,711.0,20.10,390.11,18.07,13.60
493,83.50,2.1099,4,711.0,20.10,396.90,13.35,20.10
494,54.00,2.3817,6,391.0,19.20,396.90,12.01,21.80
495,42.60,2.3817,6,391.0,19.20,396.90,13.59,24.50
496,28.80,2.7986,6,391.0,19.20,393.29,17.60,23.10
497,72.90,2.7986,6,391.0,19.20,396.90,21.14,19.70
498,70.60,2.8927,6,391.0,19.20,396.90,14.10,18.30
499,65.30,2.4091,6,391.0,19.20,396.90,12.92,21.20
500,73.50,2.3999,6,391.0,19.20,395.77,15.10,17.50
501,79.70,2.4982,6,391.0,19.20,396.90,14.33,16.80
502,69.10,2.4786,1,273.0,21.00,391.99,9.67,22.40
503,76.70,2.2875,1,273.0,21.00,396.90,9.08,20.60
504,91.00,2.1675,1,273.0,21.00,396.90,5.64,23.90
505,89.30,2.3889,1,273.0,21.00,393.45,6.48,22.00
506,80.80,2.5050,1,273.0,21.00,396.90,7.88,11.90
