id,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
422,94.50,2.5403,24,666.0,20.20,331.29,21.32,19.10
423,71.00,2.9084,24,666.0,20.20,368.74,18.13,19.10
424,84.00,3.0334,24,666.0,20.20,396.90,16.29,19.90
425,90.70,3.0993,24,666.0,20.20,395.33,12.87,19.60
426,75.00,2.8965,24,666.0,20.20,393.37,14.36,23.20
427,67.60,2.5329,24,666.0,20.20,374.68,11.66,29.80
428,95.40,2.4298,24,666.0,20.20,352.58,18.14,13.80
429,97.40,2.2060,24,666.0,20.20,302.76,24.10,13.30
430,93.60,2.3053,24,666.0,20.20,396.21,18.68,16.70
431,97.30,2.1007,24,666.0,20.20,349.48,24.91,12.00
432,88.00,1.9512,24,666.0,20.20,383.32,13.11,21.40
433,64.70,3.4242,24,666.0,20.20,396.90,10.74,23.00
434,74.90,3.3317,24,666.0,20.20,393.07,7.74,23.70
435,77.00,3.4106,24,666.0,20.20,395.28,7.01,25.00
436,40.30,4.0983,24,666.0,20.20,392.92,10.42,21.80
437,41.90,3.7240,24,666.0,20.20,370.73,13.34,20.60
438,79.80,3.5459,24,666.0,20.20,392.68,14.98,19.10
439,92.70,1.8209,4,711.0,20.10,395.09,18.06,15.20
440,98.30,1.7554,4,711.0,20.10,344.05,23.97,7.00
441,98.00,1.8226,4,711.0,20.10,318.43,29.68,8.10
442,98.80,1.8681,4,711.0,20.10,390.11,18.07,13.60
443,83.50,2.1099,4,711.0,20.10,396.90,13.35,20.10
444,54.00,2.3817,6,391.0,19.20,396.90,12.01,21.80
445,42.60,2.3817,6,391.0,19.20,396.90,13.59,24.50
446,28.80,2.7986,6,391.0,19.20,393.29,17.60,23.10
447,72.90,2.7986,6,391.0,19.20,396.90,21.14,19.70
448,70.60,2.8927,6,391.0,19.20,396.90,14.10,18.30
449,65.30,2.4091,6,391.0,19.20,396.90,12.92,21.20
450,73.50,2.3999,6,391.0,19.20,395.77,15.10,17.50
451,79.70,2.4982,6,391.0,19.20,396.90,14.33,16.80
452,69.10,2.4786,1,273.0,21.00,391.99,9.67,22.40
453,76.70,2.2875,1,273.0,21.00,396.90,9.08,20.60
454,91.00,2.1675,1,273.0,21.00,396.90,5.64,23.90
455,89.30,2.3889,1,273.0,21.00,393.45,6.48,22.00
456,80.80,2.5050,1,273.0,21.00,396.90,7.88,11.90
